Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI
24,Male,78.8,1.8,194,123,82,0.53,217,Pilates,18.5,2.2,3,Beginner,24.2
18,Male,79.5,1.78,210,161,74,0.86,692,Cycling,17.9,2.4,5,Intermediate,25.2
18,Female,90,1.78,206,162,69,0.71,470,Running,36.4,2.5,4,Beginner,28.4
38,Female,57.9,1.6,174,128,,0.51,212,Running,30.3,2,2,Beginner,22.7
27,Female,47.1,1.57,185,128,66,0.79,248,Aerobics,17.5,1.9,4,Intermediate,19.1
40,Male,76,1.84,173,136,65,0.91,667,Running,16.3,2.3,4,Intermediate,22.5
59,Female,83.3,1.63,160,113,78,0.66,373,Boxing,40,2.3,4,Intermediate,31.3
18,Male,67.3,1.76,208,170,67,0.55,373,HIIT,17.3,2.3,4,Beginner,21.8
43,Female,65.7,1.68,167,112,74,0.82,406,Boxing,28.1,2,5,Intermediate,23.3
24,Male,63.3,1.64,198,168,74,0.53,354,HIIT,17.4,2,3,Beginner,23.4
30,Female,52.2,1.68,194,159,76,0.5,246,CrossFit,21.9,1.8,2,Beginner,18.5
63,Female,67.8,1.7,160,118,78,0.6,297,Strength Training,33.2,2,3,Beginner,23.5
32,Male,64.8,1.71,192,167,78,0.5,373,HIIT,15.7,1.9,3,Beginner,22.2
18,Male,77.4,1.79,193,150,74,0.74,487,Cycling,20.8,2.3,2,Beginner,24.2
25,Male,95.8,1.83,188,151,76,0.5,499,CrossFit,23.9,2.9,4,Beginner,28.7
35,Male,76.8,1.85,185,126,69,0.68,338,Tennis,16.5,2.4,3,Intermediate,22.5
30,Female,58.3,1.53,188,135,70,0.7,307,Soccer,30.2,2.1,3,Beginner,25
18,Male,69.7,1.67,192,134,62,0.78,352,Running,19,2.5,5,Intermediate,25
67,Male,105.5,1.95,160,111,75,0.81,570,Running,26,2.7,2,Intermediate,27.7
50,Male,77.9,1.72,165,126,76,0.72,447,Tennis,21.1,2.4,5,Beginner,26.4
39,Female,57.9,1.66,174,122,63,1.11,482,Soccer,24,2,5,Advanced,20.9
33,Female,54,1.56,179,100,59,1.16,312,Yoga,21.6,1.9,5,Professional,22.3
42,Female,59.6,1.68,171,141,63,0.69,412,Rowing,27.4,2,3,Beginner,21.1
43,Female,55.6,1.73,171,121,72,0.83,353,Running,20.6,1.9,4,Intermediate,18.5
44,Male,64,1.67,186,126,65,0.89,369,Running,17.2,2.3,3,Intermediate,22.9
30,Male,90,1.77,196,167,69,0.54,561,CrossFit,24.9,2.7,4,Beginner,28.6
24,Female,64.2,1.68,197,164,72,0.69,413,Cycling,24.7,2.3,2,Beginner,22.6
23,Female,58.2,1.56,188,141,71,0.71,282,Boxing,26.1,2,3,Beginner,23.9
41,Male,90,1.81,181,125,59,0.88,585,Aerobics,19.8,2.8,4,Advanced,27.6
31,Female,60.1,1.71,195,146,72,0.55,226,Soccer,28,2.2,3,Beginner,20.6
28,Male,102.2,1.9,182,,71,0.54,436,Strength Training,25,2.8,3,Beginner,28.4
27,Female,58.4,1.6,187,137,67,0.67,266,Soccer,30.6,1.9,4,Beginner,22.8
36,Female,59.1,1.5,189,138,76,0.76,314,Strength Training,32.7,2.1,2,Beginner,26.3
49,Female,55.6,1.67,171,151,85,0.54,299,CrossFit,27.8,2.1,3,Beginner,19.9
18,Male,80.5,1.73,204,141,64,1.03,590,Tennis,15.5,2.6,4,Advanced,26.8
51,Male,77.3,1.84,164,127,79,0.9,659,Running,16.2,2.7,5,Intermediate,22.8
61,Female,74.2,1.6,163,113,59,0.86,489,Tennis,33.5,2.5,3,Advanced,28.8
37,Female,53.5,1.68,179,156,74,0.5,287,CrossFit,25.8,1.8,2,Beginner,18.9
19,Male,99.6,1.83,205,127,67,0.74,355,Yoga,17.3,3.1,4,Intermediate,29.7
48,Female,59.9,1.63,170,142,72,0.63,429,CrossFit,30,2.1,5,Intermediate,22.7
34,Non-binary,67.8,1.73,177,157,74,0.5,337,CrossFit,23.7,2,3,Beginner,22.7
34,Non-binary,63.4,1.66,186,109,72,0.8,243,Pilates,22.5,2.2,4,Intermediate,23.1
26,Non-binary,79.8,1.78,195,148,67,0.57,306,Aerobics,23.1,2.3,3,Beginner,25.3
37,Male,80,1.82,178,155,78,0.83,653,Running,22.9,2.5,2,Beginner,24.3
32,Male,64.9,1.71,190,152,66,0.6,370,CrossFit,15.6,2.1,5,Intermediate,22.3
26,Female,56.2,1.54,184,155,73,0.5,283,HIIT,27.8,1.9,4,Beginner,23.6
34,Male,100.2,1.75,177,139,80,0.61,488,Running,27.6,2.7,5,Beginner,32.8
30,Male,85.9,1.7,192,117,68,0.87,343,Pilates,25.5,2.4,5,Intermediate,29.8
23,Male,71.4,1.63,201,147,77,0.75,519,Swimming,18.7,2.3,5,Intermediate,26.9
29,Male,87.2,1.8,199,147,72,0.78,670,Rowing,17.9,2.8,3,Intermediate,27.1
19,Male,65.9,1.67,207,168,69,0.7,494,CrossFit,14,2.4,4,Advanced,23.7
30,Male,59.3,1.79,194,151,69,0.57,250,Strength Training,12.3,1.9,2,Beginner,18.6
37,Female,83,1.63,182,151,82,0.53,423,Rowing,40,2.6,5,Beginner,31.2
46,Male,65.8,1.72,169,104,57,0.83,276,Pilates,17.8,2.3,5,Advanced,22.2
27,Male,71.3,1.7,195,139,74,0.5,256,Running,22.9,2,3,Beginner,24.6
38,Female,58.1,1.57,188,117,72,0.67,200,Pilates,30.8,1.9,3,Beginner,23.6
28,Male,82.3,1.79,194,147,72,0.72,541,Rowing,19.1,2.4,2,Beginner,25.6
33,Male,103.2,1.78,197,159,73,0.64,686,HIIT,29.1,2.7,3,Intermediate,32.4
43,Male,96.6,1.78,181,132,64,0.65,598,Rowing,27,2.8,4,Intermediate,30.6
48,Female,66.5,1.53,173,143,79,0.59,343,Swimming,37.5,2,3,Beginner,28.3
31,Female,53.8,1.71,186,120,55,1.08,372,Running,15.4,1.9,5,Professional,18.5
37,Male,94,1.77,193,149,86,0.55,354,Running,25.2,2.5,2,Beginner,29.9
28,Female,77.3,1.63,188,143,78,0.6,338,Running,36.4,2.5,3,Beginner,29.2
24,Female,89.3,1.62,203,153,70,0.61,373,Aerobics,40,2.5,5,Beginner,34
18,Female,88.6,1.74,208,123,60,0.75,315,Walking,31,2.4,4,Intermediate,29.1
26,Female,86.4,1.76,196,150,71,0.58,358,Soccer,36.5,2.6,3,Beginner,28
37,Female,71.7,1.67,175,109,68,0.78,262,Yoga,32,2.1,4,Intermediate,25.7
20,Male,87.1,1.74,205,128,77,0.5,211,Yoga,24.5,2.3,4,Beginner,28.9
18,Female,88.1,1.73,204,157,69,0.68,644,CrossFit,34.8,2.7,2,Intermediate,29.3
48,Male,68.6,1.88,169,148,74,0.65,473,Running,15,2.3,4,Beginner,19.4
45,Male,77.3,1.84,172,136,68,0.76,495,Cycling,21.1,2.6,3,Beginner,22.8
33,Female,72.9,1.61,190,154,70,0.97,735,Running,29.2,2.3,5,Intermediate,28.2
18,Non-binary,49.2,1.63,208,,64,0.8,258,Boxing,10,1.8,4,Advanced,18.5
30,Male,73.5,1.7,184,123,66,0.7,340,Boxing,16.3,2.1,5,Intermediate,25.4
27,Female,79.5,1.68,188,143,83,0.5,307,Running,33.9,2.6,3,Beginner,28.1
31,Female,58.5,1.65,196,140,75,0.59,230,Strength Training,22.8,1.9,2,Beginner,21.4
39,Male,66.8,1.61,186,143,63,0.59,430,HIIT,20.1,2.2,3,Intermediate,25.7
34,Male,96.5,1.98,177,120,83,0.57,258,Yoga,19.8,3,2,Beginner,24.6
18,Male,69.6,1.6,192,114,57,0.67,236,Walking,18.3,2.2,4,Intermediate,27.3
50,Male,80.2,1.78,174,125,65,0.95,592,Running,20,2.6,4,Advanced,25.3
38,Female,63.2,1.68,187,140,65,1.16,691,Rowing,25.7,2.3,4,Advanced,22.5
54,Male,59.3,1.67,171,131,76,0.69,441,CrossFit,15.8,2.2,4,Intermediate,21.3
20,Male,84.4,1.76,195,113,78,0.78,304,Yoga,21,2.6,4,Intermediate,27.3
33,Female,89.5,1.69,195,170,80,0.5,509,HIIT,37.8,2.5,4,Beginner,31.5
25,Female,83.7,1.66,190,132,58,0.88,556,Strength Training,31.3,2.3,3,Advanced,30.3
43,Female,83.7,1.85,168,113,73,0.79,450,Aerobics,30.9,2.8,3,Intermediate,24.5
19,Non-binary,58.3,1.55,197,145,74,0.66,301,Tennis,24.4,1.9,5,Beginner,24.1
49,Male,97,1.84,179,105,75,0.67,372,Walking,23.3,2.7,3,Intermediate,28.6
21,Female,82.5,1.67,205,122,68,0.73,304,Pilates,34.8,2.6,4,Intermediate,29.8
42,Female,63.3,1.68,183,127,68,0.87,405,Boxing,27.5,2.1,3,Intermediate,22.5
27,Male,83.2,1.74,190,130,61,0.68,393,Boxing,22.4,2.7,4,Intermediate,27.4
24,Male,80.9,1.79,205,157,68,0.71,461,Strength Training,20.9,2.5,3,Beginner,25.2
18,Male,97.3,1.78,200,125,69,0.53,257,Walking,27.8,2.5,4,Beginner,30.7
48,Female,70.9,1.74,163,116,79,0.5,247,Aerobics,27.9,2.2,4,Beginner,23.4
21,Male,63.1,1.73,206,147,70,0.71,316,Running,15.6,2,3,Beginner,21
22,Male,100.4,1.85,200,158,78,0.58,525,Swimming,26.9,2.7,4,Beginner,29.2
44,Female,48.4,1.62,185,124,73,0.73,256,Running,21.5,1.7,2,Intermediate,18.5
18,Male,69.7,1.82,205,128,72,0.67,209,Yoga,9.9,2,3,Beginner,21.1
51,Male,80.7,1.72,161,110,66,0.8,458,Running,22.7,2.3,5,Advanced,27.2
19,Female,63.8,1.67,199,162,71,0.61,396,Swimming,27.1,2,2,Beginner,22.8
38,Male,101.5,1.81,173,133,72,0.5,352,Aerobics,27.5,3,3,Beginner,31.1
49,Female,72,1.62,173,118,71,0.66,305,Tennis,36.8,2.1,3,Intermediate,27.5
28,Male,80.3,1.69,185,115,69,0.59,249,Yoga,25.6,2.3,2,Beginner,28.2
37,Male,76.8,1.81,184,161,61,0.62,477,Running,17.4,2.5,3,Beginner,23.6
65,Male,76.6,1.84,160,108,87,0.58,207,Yoga,21.4,2.1,3,Beginner,22.5
38,Male,86,1.71,184,130,69,1.02,611,Aerobics,20.3,2.8,4,Advanced,29.5
25,Male,69.9,1.68,204,154,70,0.56,292,Boxing,19.6,2.3,2,Beginner,24.8
25,Male,75.2,1.78,197,132,70,0.76,392,Tennis,16.9,2.3,4,Intermediate,23.6
23,Female,59.3,1.61,199,147,72,0.5,203,Boxing,27.5,2,3,Beginner,22.9
62,Female,77.9,1.68,160,122,74,0.59,335,Tennis,37.3,2.5,3,Beginner,27.5
38,Female,64.1,1.58,190,126,75,0.7,205,Pilates,30.6,1.9,5,Beginner,25.6
30,Female,68,1.61,195,136,53,0.85,440,Tennis,29,2.4,3,Intermediate,26.3
31,Male,49.4,1.61,183,143,77,0.72,347,Cycling,13.9,1.8,2,Beginner,19
25,Female,58.1,1.72,197,150,79,0.61,283,Boxing,21.3,1.9,5,Beginner,19.6
41,Female,53,1.69,179,140,71,0.95,475,Cycling,20.3,1.9,4,Intermediate,18.5
33,Male,78.3,1.73,196,122,68,0.56,232,Pilates,23.3,2.1,2,Beginner,26.3
24,Female,82.6,1.72,200,136,76,0.81,510,Soccer,31.6,2.5,5,Intermediate,28
26,Female,45.5,1.57,190,134,68,0.99,299,Boxing,18.7,2,3,Advanced,18.5
31,Female,57.5,1.59,182,110,60,0.99,283,Pilates,21.6,2.2,3,Advanced,22.7
19,Male,95.4,1.8,201,161,68,0.5,448,Rowing,25.7,2.4,4,Beginner,29.5
51,Male,84.2,1.81,167,,62,1.02,378,Yoga,16.2,2.7,5,Professional,25.8
21,Female,67.4,1.6,194,135,68,0.74,359,Tennis,26.6,2.1,2,Intermediate,26.4
55,Male,63.5,1.78,170,120,78,0.82,343,Tennis,19,2.3,4,Intermediate,20
35,Female,65.7,1.66,194,131,75,0.87,411,Boxing,27,2.1,3,Intermediate,23.9
31,Male,86.4,1.81,198,143,69,0.72,416,Aerobics,17,2.5,3,Intermediate,26.5
22,Male,70.2,1.84,194,138,58,0.85,468,Tennis,11.7,2.2,3,Intermediate,20.7
25,Female,74.2,1.62,186,129,65,0.82,414,Running,34.9,2.3,3,Intermediate,28.3
39,Male,72.4,1.64,172,105,75,0.88,283,Pilates,20,2.3,5,Intermediate,26.9
66,Male,78.7,1.82,160,100,64,1.12,395,Pilates,19.2,2.6,4,Advanced,23.6
33,Male,60.2,1.59,179,143,71,1.01,679,Running,16.1,2.4,4,Intermediate,23.7
18,Female,78.4,1.71,209,149,78,0.55,326,Soccer,32.9,2.4,4,Beginner,26.9
50,Female,72.8,1.65,164,105,79,0.53,204,Yoga,33.7,2.1,2,Beginner,26.6
46,Male,58.5,1.78,181,122,65,0.87,360,Tennis,10.5,2.2,4,Advanced,18.5
28,Female,52.2,1.63,191,155,72,0.5,276,HIIT,23,1.9,3,Beginner,19.6
59,Male,87,1.79,160,108,84,0.58,231,Pilates,27.6,2.7,3,Beginner,27
33,Male,71.1,1.89,196,152,63,1.08,849,Running,15.7,2.6,4,Intermediate,19.9
42,Male,62.5,1.71,180,135,70,0.52,231,Boxing,17.2,2.2,3,Beginner,21.4
18,Female,55.4,1.55,199,161,75,0.5,237,Rowing,24.4,1.9,5,Beginner,23.1
48,Female,67.7,1.75,180,120,65,1.13,534,Boxing,24.6,2.3,4,Advanced,22.2
46,Male,59.5,1.79,175,130,74,0.61,260,Tennis,16.1,1.9,2,Beginner,18.5
30,Male,83,1.77,182,151,73,0.5,398,CrossFit,20,2.6,2,Intermediate,26.5
37,Male,95.8,1.81,187,142,77,0.7,652,HIIT,22.7,2.8,3,Intermediate,29.1
49,Male,53.5,1.7,179,144,75,0.75,397,Running,14.5,2.1,5,Beginner,18.5
39,Male,67.6,1.8,182,111,69,0.75,261,Pilates,17.6,2,3,Intermediate,20.9
51,Female,64.2,1.67,161,108,74,1.05,495,Strength Training,28,2.1,4,Advanced,22.9
26,Female,67.3,1.72,196,118,75,0.84,252,Pilates,25.1,2,3,Intermediate,22.6
28,Female,66.5,1.5,196,170,76,0.57,426,HIIT,38.4,2.1,5,Beginner,29.4
26,Male,82.3,1.76,203,170,75,0.5,451,CrossFit,22.1,2.2,3,Beginner,26.7
20,Male,58.5,1.78,206,160,67,1.06,645,Running,13.6,2,4,Intermediate,18.5
31,Male,76.4,1.84,192,126,76,0.64,220,Yoga,20.8,2.2,3,Beginner,22.7
33,Non-binary,76,1.65,177,115,71,0.64,255,Yoga,30.1,2.4,3,Beginner,27.8
52,Male,79.7,1.88,173,133,69,0.58,337,Boxing,19,2.4,3,Beginner,22.4
23,Male,74.9,1.83,205,150,77,0.83,469,Soccer,15.7,2.2,4,Intermediate,22.4
42,Female,67.6,1.66,173,145,76,0.5,355,CrossFit,33.7,2.2,4,Beginner,24.6
41,Female,55.4,1.67,188,138,78,0.6,256,Running,26.1,2,3,Beginner,19.9
18,Male,82.3,1.76,209,154,76,0.5,299,Boxing,22.2,2.2,4,Beginner,26.6
25,Male,99,1.91,204,138,60,0.87,640,Boxing,19.7,2.8,4,Advanced,27.1
35,Female,70.9,1.67,188,115,66,1.13,427,Walking,23.8,2.6,4,Advanced,25.5
48,Female,63.9,1.64,171,121,70,0.74,357,Tennis,29.2,2.1,4,Intermediate,23.7
46,Male,81.1,1.67,176,141,78,0.78,625,Swimming,25,2.5,3,Beginner,29
31,Male,76.9,1.71,182,135,78,0.56,331,Strength Training,22.3,2.4,5,Beginner,26.3
49,Female,74.4,1.66,176,125,62,0.76,436,Strength Training,37.8,2.1,4,Beginner,27.1
18,Female,83.3,1.64,195,147,74,0.94,723,Rowing,28.2,2.7,4,Advanced,31
24,Female,67.2,1.61,203,116,60,0.86,270,Pilates,33.4,2.3,3,Intermediate,25.9
32,Female,85.9,1.74,185,109,64,0.82,345,Yoga,30.6,2.5,4,Intermediate,28.4
28,Male,82.4,1.75,184,128,67,0.68,427,Soccer,23.3,2.4,3,Intermediate,26.9
45,Female,81.4,1.57,184,133,71,0.64,344,Boxing,40,2.3,3,Beginner,33
55,Male,94.6,1.86,170,130,81,0.6,391,Tennis,27.7,2.6,5,Beginner,27.3
28,Female,67.1,1.55,189,125,78,0.54,200,Walking,34.2,2.2,4,Beginner,28
53,Male,100.7,1.87,166,111,68,0.88,618,Boxing,25.3,3.2,5,Advanced,28.9
36,Female,58.2,1.62,185,138,79,0.56,239,Tennis,23.9,2.1,3,Beginner,22.2
18,Female,73.1,1.61,206,,81,0.7,236,Yoga,32.6,2.4,3,Beginner,28.1
39,Female,51.1,1.64,188,137,74,0.76,293,Strength Training,24.7,1.8,5,Beginner,19
33,Female,56.5,1.64,186,129,73,0.64,254,Running,27.6,2,5,Intermediate,21
30,Female,54.7,1.66,185,127,72,0.74,298,Strength Training,25.8,2,3,Intermediate,19.9
44,Female,53,1.63,182,113,66,0.56,200,Yoga,27.1,1.8,4,Beginner,19.8
58,Male,70.1,1.76,160,100,78,0.5,200,Yoga,18.3,2.2,5,Beginner,22.6
25,Male,66.3,1.85,189,154,72,0.59,370,CrossFit,11.3,2,5,Intermediate,19.3
37,Female,67.9,1.73,179,146,76,0.5,332,CrossFit,29.9,2.3,2,Beginner,22.8
18,Male,106,1.88,199,143,79,0.61,420,Boxing,22.6,3.1,5,Intermediate,30.1
25,Female,65.2,1.58,200,145,60,0.91,559,Swimming,29,2.2,4,Intermediate,26.1
40,Non-binary,59.1,1.79,176,129,60,0.6,269,Soccer,17.3,2.1,2,Intermediate,18.5
28,Female,78.9,1.7,201,166,71,0.5,389,CrossFit,31.7,2.2,3,Beginner,27.3
69,Female,77.3,1.73,160,120,83,0.63,371,Boxing,38.3,2.2,3,Beginner,25.9
22,Male,60,1.78,192,167,70,0.5,286,CrossFit,14.1,1.9,5,Beginner,19
35,Male,105.7,1.88,179,129,69,0.58,418,Boxing,27.3,3.2,3,Beginner,29.7
50,Female,52.7,1.69,174,126,71,0.99,404,Running,16,2,4,Advanced,18.5
28,Male,61.2,1.7,202,150,68,0.96,486,Cycling,12.6,2.2,4,Intermediate,21.2
33,Female,95.9,1.66,186,127,69,0.94,662,Strength Training,40,2.6,3,Intermediate,35
43,Male,76.7,1.85,176,119,75,0.59,251,Walking,20.5,2.6,3,Beginner,22.4
40,Male,75.7,1.7,172,122,63,0.81,565,Swimming,22,2.4,4,Intermediate,26.3
34,Male,85.2,1.84,181,131,67,0.83,527,Tennis,16.6,2.6,3,Intermediate,25.2
19,Male,82.3,1.71,210,162,65,0.81,751,Running,20.5,2.5,3,Intermediate,28.2
41,Male,79.4,1.75,188,149,80,0.55,412,Rowing,26.7,2.5,4,Beginner,26
44,Male,78.2,1.8,167,136,84,0.66,567,Running,20,2.3,3,Beginner,24
18,Female,68.6,1.6,204,155,75,0.58,262,Strength Training,32.2,2.2,2,Beginner,26.9
43,Male,54.3,1.63,168,114,75,0.58,200,Walking,17,2,2,Beginner,20.5
34,Male,83.7,1.79,189,136,76,1.12,726,Running,18.3,2.6,4,Advanced,26.1
18,Female,67,1.65,195,118,71,0.68,251,Walking,25.4,2.1,3,Intermediate,24.6
26,Male,104.5,1.83,186,107,65,0.85,449,Walking,27.2,3.2,3,Intermediate,31.3
18,Female,81.1,1.69,206,127,74,0.69,287,Walking,28.5,2.5,5,Intermediate,28.5
24,Male,72.2,1.74,203,158,72,0.71,554,CrossFit,13,2.4,4,Intermediate,23.7
34,Female,73.6,1.56,193,139,72,0.83,611,Cycling,33,2.3,3,Intermediate,30.2
18,Male,58.5,1.78,195,140,71,0.89,400,Running,10.5,1.9,2,Intermediate,18.5
47,Female,84,1.63,165,130,73,0.82,669,Swimming,40,2.8,3,Beginner,31.5
19,Male,96,1.8,207,170,66,0.74,720,CrossFit,17.1,2.8,4,Advanced,29.6
18,Male,77.6,1.81,200,155,78,0.6,449,Cycling,19.9,2.3,4,Beginner,23.8
30,Male,64.4,1.83,186,117,73,0.55,200,Pilates,11.2,1.9,3,Beginner,19.1
39,Female,57.7,1.59,183,143,72,0.55,343,HIIT,25.5,1.8,3,Intermediate,23
41,Male,56.2,1.74,177,103,76,0.68,213,Walking,13.8,1.9,4,Intermediate,18.5
46,Female,46.3,1.53,181,113,79,0.73,200,Pilates,27.1,1.8,4,Intermediate,19.7
34,Female,47.6,1.6,193,151,82,0.59,200,Boxing,21.2,1.7,3,Beginner,18.5
33,Male,92.6,1.76,195,151,83,0.67,484,Aerobics,23.8,2.8,3,Beginner,30
39,Female,61.8,1.65,171,119,71,0.94,380,Soccer,22.7,2.3,3,Advanced,22.7
24,Male,51.5,1.67,198,144,69,0.65,236,Boxing,9.7,2,3,Intermediate,18.5
18,Male,96.7,1.89,208,161,85,0.8,691,Swimming,23.6,2.7,3,Beginner,27.1
34,Male,78.5,1.66,178,106,70,0.62,225,Pilates,22.4,2.3,5,Intermediate,28.6
28,Male,78.6,1.78,193,117,70,0.69,236,Pilates,15.9,2.5,2,Intermediate,24.8
47,Female,73.5,1.64,165,125,72,0.68,364,Aerobics,34.6,,3,Beginner,27.5
31,Male,78.1,1.74,196,147,72,0.64,384,Boxing,23,2.6,2,Beginner,25.7
58,Female,60.2,1.71,160,123,81,0.51,239,Tennis,26.2,2.2,5,Beginner,20.7
25,Male,99.4,1.81,203,135,68,0.7,466,Boxing,23.2,2.9,4,Intermediate,30.4
42,Female,56.3,1.61,178,101,75,0.82,216,Walking,26.8,1.9,3,Intermediate,21.7
45,Male,97.1,1.79,180,137,74,0.64,474,Aerobics,29.8,3.1,3,Beginner,30.3
18,Female,69.8,1.64,204,125,73,0.7,257,Yoga,30.2,2.3,4,Intermediate,25.9
56,Female,49.9,1.6,171,132,74,0.61,280,Rowing,23.8,2,3,Intermediate,19.6
18,Male,88.6,1.77,195,120,72,0.62,279,Yoga,23.4,2.5,5,Beginner,28.3
24,Female,68.4,1.59,186,130,64,0.96,432,Aerobics,25.8,2.5,5,Advanced,27
19,Female,85.3,1.59,199,139,59,0.85,517,Tennis,29.4,2.5,4,Advanced,33.8
21,Male,92.9,1.76,207,163,68,0.59,556,CrossFit,23.3,2.9,4,Intermediate,29.8
19,Female,55.3,1.65,195,151,69,0.79,451,HIIT,16.4,2.2,4,Advanced,20.3
23,Male,85.4,1.83,200,139,62,1.13,668,Strength Training,17.5,2.6,4,Advanced,25.4
